answer,id,problem,type
\quad 16.94 \mathrm{ft}^{3} / \mathrm{s}$,HHSWP_13_16,"In a pond, there is a submerged weir that measures 10 ft in length. The crest of this weir is positioned 9 in. below the upstream water level and 6 in. below the downstream tailwater level. The height of the crest is 1 ft. Calculate the discharge and find $C_{d}$ using equation (13.5).",Hydrology
\quad 3.4 \mathrm{ft}$,HHSWP_13_17,"A stream is 200 ft in width and 10 ft in depth, with an average flow velocity of $4 \mathrm{ft} / \mathrm{sec}$. If an 8 ft high submerged weir is placed in the stream, by how much will the water level rise upstream? Calculate $C_{d}$ using eq. (13.5), ignoring the approach velocity. [Hint: Assume $C_{d}$, calculate $H_{1}$ for the submerged scenario, compute the adjusted $C_{d}$ using the equation, and determine the adjusted $H_{1}$.]",Hydrology
\quad 778.15 \mathrm{ft}^{3} / \mathrm{s}$,HHSWP_13_18,"Calculate the flow rate over a broad-crested weir that is 6 ft in width and 100 ft in length. The water level upstream above the crest is 2 ft, while the crest height is 2.25 ft. The approach channel has a width of 150 ft.",Hydrology
\quad 1.38 \mathrm{~m}$,HHSWP_13_20,"A rectangular channel with a width of 14 m and a consistent depth of 2 m carries a discharge of $10 \mathrm{~m}^{3} / \mathrm{s}$. Calculate the height of a broad-crested weir, 2 m wide, that is to be constructed across the channel's end for free discharge. [Hint: Initially assume a $C_{d}$ to find $h$, then obtain the adjusted $C_{d}$ and $h$.]",Hydrology
\quad 335.2 \mathrm{ft}^{3} / \mathrm{s}$,HHSWP_13_22,Calculate the flow rate through a $15-\mathrm{ft}$ Parshall flume when there is a head of 3 ft and it is discharging freely.,Hydrology
\quad 24.66 \mathrm{psf}$,HHSWP_13_26,"Water passes through a venturi meter with a pipe diameter of 6 inches and a throat diameter of 3 inches. Given a flow rate of 0.25 cfs, determine the pressure difference between the pipe and the throat.",Hydrology
\quad 1450 \mathrm{cfs}$,HHSWP_13_27,"Calculate the maximum discharge using the slope-area approach. The subsequent field data were collected at two locations separated by a distance of 115 ft.

|  | Location 1 | Location 2 |
| :--- | :--- | :--- |
| Area ( $\mathrm{ft}^{2}$ ) | 225 | 209 |
| Hydraulic radius (ft) | 5.20 | 4.05 |
| High-water marks (ft) | 15.51 | 15.00 |
| Roughness coefficient | 0.045 | 0.030 |",Hydrology
\quad 726.7 \mathrm{ft}^{3} / \mathrm{s}$,HHSWP_13_31,"An embankment with a height of 6 ft and a crest width of 7 ft features slopes of 2:1 ($\mathrm{H}:\mathrm{V}$) on both the upstream and downstream sides. In flood conditions, the water surpasses the embankment by 4 ft in depth, flowing over a 30 ft long section of the embankment. Calculate the maximum discharge rate. Ignore the influence of approach velocity.",Hydrology
(a) 6730 acre-ft (b) 6650 acre-ft,HHSWP_13_33,"At a proposed dam location for a water supply project on the Battenkill River near Greenwich, New York, the average monthly flows are listed below. With a constant water demand of 60 cfs, calculate the required storage capacity. A provision of 15 cfs is included to cover seepage, evaporation losses, and downstream discharges. Determine the solution using (a) the graphical method, and (b) the analytical method.

| Month | Discharge (cfs) | Month | Discharge (cfs) |
| :--- | :--- | :--- | :--- |
| Oct. | 130 | May | 195 |
| Nov. | 70 | June | 100 |
| Dec. | 50 | July | 65 |
| Jan. | 41 | Aug. | 85 |
| Feb. | 30 | Sept. | 157 |
| Mar. | 95 | Oct. | 300 |
| Apr. | 230 | Nov. | 346 |",Hydrology
5603 mill. gal,HHSWP_13_34,"Urban developers are considering placing a storage reservoir on a streambed within a $150-\mathrm{mi}^{2}$ catchment area. The monthly runoff, measured in inches, for a specific critical year, is provided in the table below. Additionally, each month's water demand in mgd is listed, along with evaporation losses from the reservoir and net precipitation onto the reservoir. With the reservoir covering $5 \%$ of the total drainage area, determine the storage capacity needed within the year for this project.

| Month | Runoff (in.) | Demand (mgd) | Evaporation (in.) | Net Precipitation (in.) |
| :--- | :--- | :--- | :--- | :--- |
| Oct. | 1.54 | 125 | 2.25 | 4.10 |
| Nov. | 1.62 | 127 | 1.50 | 3.75 |
| Dec. | 1.99 | 143 | 1.0 | 4.20 |
| Jan. | 2.99 | 137 | 1.05 | 4.0 |
| Feb. | 2.05 | 150 | 1.75 | 4.6 |
| Mar. | 2.10 | 145 | 3.0 | 3.5 |
| Apr. | 3.20 | 153 | 4.3 | 3.2 |
| May | 1.50 | 155 | 5.5 | 3.0 |
| June | 0.35 | 161 | 5.95 | 4.0 |
| July | 0.20 | 158 | 5.0 | 4.5 |
| Aug. | 1.15 | 152 | 4.10 | 3.2 |
| Sept. | 2.85 | 153 | 3.20 | 3.9 |

[Hint: Convert all figures to millions of gallons. Inflow is calculated as the sum of runoff plus net precipitation, while outflow is determined by adding the demand and evaporation. Runoff applies to $95 \%$ of the drainage area, excluding the reservoir surface.]",Hydrology
(a) 1.127 mill. gal (b) 2.335 mill. gal,HHSWP_13_35,"Given the hourly demand rates below, calculate the necessary operating storage capacity for (a) continuous 24-hour pumping, and (b) pumping restricted to the period from 6 A.M. to 6 P.M.

| Time | Demand Rate (gpm) | Time | Demand Rate (gpm) |
| :--- | :--- | :--- | :--- |
| 1 A.M. | 1710 | 1 P.M. | 5850 |
| 2 A.M. | 1620 | 2 P.M. | 5814 |
| 3 A.M. | 1616 | 3 P.M. | 5787 |
| 4 A.M. | 1530 | 4 P.M. | 5850 |
| 5 A.M. | 1620 | 5 P.M. | 6030 |
| 6 A.M. | 1719 | 6 P.M. | 6407 |
| 7 A.M. | 2880 | 7 P.M. | 5000 |
| 8 A.M. | 4500 | 8 P.M. | 4836 |
| 9 A.M. | 5085 | 9 P.M. | 4092 |
| 10 A.M. | 5400 | 10 P.M. | 4803 |
| 11 A.M. | 5589 | 11 P.M. | 2500 |
| 12 noon | 5670 | 12 midnight | 3187 |",Hydrology
"13.36

Downstream quadrant

| $x, \mathrm{ft}$ | 5 | 10 | 15 | 20 | 22.3 |
| :---: | :---: | :---: | :---: | :---: | :---: |
| $y, \mathrm{ft}$ | 1.52 | 5.46 | 11.57 | 19.70 | 24.10 |

Upstream quadrant

| $x, \mathrm{ft}$ | 1 | 2 | 2.52 |
| :---: | :---: | :---: | :---: |
| $y, \mathrm{ft}$ | 0.12 | 0.58 | 1.48 |
",HHSWP_13_36,A high-overflow spillway features a maximum head of 12.0 ft. Identify the profile of the spillway crest with a vertical upstream face and a downstream slope of 1 (horizontal) to 2 (vertical). Assume the design head is 0.75 of the maximum head.,Hydrology
"13.37

Downstream quadrant

| $x, \mathrm{~m}$ | 0.5 | 1.0 | 1.5 | 2.0 |
| :--- | :---: | :---: | :---: | :---: |
| $y, \mathrm{~m}$ | 0.06 | 0.23 | 0.48 | 0.82 |

Upstream quadrant

| $x, \mathrm{~m}$ | 0.2 | 0.4 | 0.56 |
| :--- | :---: | :---: | :---: |
| $y, \mathrm{~m}$ | 0.02 | 0.08 | 0.19 |
",HHSWP_13_37,"A spillway is designed with a head of 2.5 m. Calculate the crest profile for a spillway that is 2 m tall, featuring upstream and downstream slopes of $1: 1$.",Hydrology
\quad 97 \mathrm{ft}$,HHSWP_13_38,"Consider a vertical spillway with a face height of 10 ft, intended to release 8000 cfs when the pool level is 7 ft above the crest. Calculate the spillway's length. Design the spillway for conditions lower than anticipated.",Hydrology
\quad 369.46 \mathrm{~m}^{3} / \mathrm{s}$,HHSWP_13_39,"An overflow spillway, which is underdesigned, measures 1 m in height and 40 m in width, featuring an upstream slope of 2 (horizontal) to 3 (vertical). Calculate the discharge for a design head of 1.8 m.",Hydrology
"(a) \quad 16,836 \mathrm{ft}^{3} / \mathrm{s}$

(b) \quad 15,031 \mathrm{ft}^{3} / \mathrm{s}$",HHSWP_13_40,"A high overflow section with a width of 100 ft and a slope of 1 (horizontal) to 3 (vertical) upstream is designed for a head of 10 ft.

(a) Calculate the discharge when the actual total head is 12 ft.

(b) For part (a), compute the discharge if the crest includes four square-nosed piers that are each 1 ft wide and has square abutments.",Hydrology
"\quad 110 \mathrm{ft}$
Downstream quadrant

| $x, \mathrm{ft}$ | 10 | 20 | 30 | 40 | 49.5 |
| :---: | :---: | :---: | :---: | :---: | :---: |
| $y, \mathrm{ft}$ | 2.78 | 10 | 21.2 | 36.0 | 53.5 |

Upstream quadrant

| $x, \mathrm{ft}$ | 1 | 2 | 3 | 4 | 5 | 5.6 |
| :---: | :---: | :---: | :---: | :---: | :---: | :---: |
| $y, \mathrm{ft}$ | 0.05 | 0.22 | 0.51 | 0.99 | 1.81 | 3.3 |
",HHSWP_13_42,"An overflow must be constructed to handle a maximum flow of $70,000 \mathrm{cfs}$. The upstream reservoir is at an elevation of 1000 ft, while the average channel floor is at an elevation of 850 ft. The design head over the spillway measures 20 ft. Calculate the spillway's length and specify the crest profile for a spillway with a vertical upstream face and a downstream section with a slope of 1 (horizontal) to 2 (vertical).",Hydrology
\quad 8257 \mathrm{ft}^{3} / \mathrm{s}$,HHSWP_13_44,"Calculate the discharge for an overflow spillway engineered for a peak head of 8 ft above the crest. The spillway's overflow section is 12 ft in height and extends 100 ft in length. The tailwater level can rise to 6.5 ft above the crest. The spillway's upstream side features a slope of 1 (horizontal) to 3 (vertical). There are no piers, and the abutment walls are square in section.",Hydrology
\quad 50.73 \mathrm{ft}$,HHSWP_13_45,"Calculate the length of the crest of an overflow spillway that will allow a flow of $2000 \mathrm{ft}^{3} / \mathrm{s}$ with a maximum head of 5 feet. The crest is elevated 2 feet, and the tailwater level can rise 2 feet above the crest. The slope of the upstream face is 1 (horizontal): 1 (vertical). The entrance channel measures 100 feet in length. To accommodate a bridge, piers with rounded noses that are 18 inches wide are to be installed with a span not exceeding 20 feet. The abutment walls have a rounded shape with a radius of one foot.",Hydrology
"(a) Converging section: \( \alpha = 13.5^{\circ},\ L = 104\ \mathrm{ft} \)
(b) Diverging section: \( \alpha = 11.70^{\circ},\ L = 266\ \mathrm{ft} \)",HHSWP_13_48,"A chute spillway is designed for a capacity of $50{,}000\ \mathrm{cfs}$. The control section has a width of 150 ft, and the rectangular chute reduces to a width of 100 ft. The flow depths at the control section and at the start of the 100-ft-wide section are 17.5 ft and 12.0 ft, respectively.

(a) Design the section where the chute converges.

(b) At the base of the valley, where the depth measures 10 ft, the chute section should widen again to 200 ft to connect to the stilling basin. Design this expanding section.",Hydrology
"(a)

| $x$ from downstream end, ft | 30 | 60 | 90 | 110 |
| :--- | :---: | :---: | :---: | :---: |
| $\Delta y, \mathrm{ft}$ | 5.82 | 1.49 | 0.74 | 0.2 |

(b)

| $x$ from downstream end, ft | 30 | 60 | 90 | 110 |
| :--- | :---: | :---: | :---: | :---: |
| $\Delta y, \mathrm{ft}$ | 0.27 | 0.19 | 0.11 | 0.03 |",HHSWP_13_50,"A section of overflow, 120 ft in length, releases 4000 cfs into a side channel. Calculate the water surface profile in a side-channel trough with a bottom slope of 0.004. Both the channel trough and chute are rectangular, with a uniform width of 20 ft. The control section is positioned opposite and perpendicular to the lower end of the crest. Disregard any transition losses between the trough and chute.

(a) Determine the water surface profile for a rectangular cross-section.

(b) For part (a), if the trough is trapezoidal with a 20 ft width and side slopes of 1 (vertical) to 2 (horizontal), calculate the water surface profile. Assume transition losses between the trough and chute sections at the end of the crest to be 0.2 of the velocity head difference between the two sections.",Hydrology
"13.52

| $x$ from downstream end, m | 10 | 20 | 30 | 38 |
| :--- | :---: | :---: | :---: | :---: |
| $\Delta y, \mathrm{~m}$ | 0.13 | 0.09 | 0.05 | 0.02 |
",HHSWP_13_52,"A spillway that is 40 meters long with a design discharge of $40 \mathrm{~m}^{3} / \mathrm{s}$ flows into a side channel possessing a bottom slope of $1 \%$. The channel trough features a bottom width of 5 meters and side slopes of 3 (vertical) to 2 (horizontal), transitioning into a chute section with a width of 4 meters at the control point. Determine the water surface profile within the channel trough. Consider that the transition losses between the trough and the chute amount to 0.2 of the difference in velocity heads at each end of the transition.",Hydrology
"\quad R_{\mathrm{s}}=8.5 \mathrm{ft}$

| $H_{a}, \mathrm{ft}$ | 20 | 22 | 24 | 26 | 28 | 30 |
| :--- | :---: | :---: | :---: | :---: | :---: | :---: |
| $R, \mathrm{ft}$ | 5.72 | 5.59 | 5.47 | 5.36 | 5.26 | 5.17 |
",HHSWP_13_53,"A morning glory spillway is designed to release 3500 cfs with a head of 14 ft. Calculate the minimum dimensions required for the overflow crest. For a control section located in the drop shaft at a depth of 20 ft beneath the water surface, sketch the profile of the shaft.",Hydrology
"13.54

| $H_{a}, \mathrm{~m}$ | 7 | 8 | 9 | 10 |
| :--- | :---: | :---: | :---: | :---: |
| $R, \mathrm{~m}$ | 4.71 | 4.55 | 4.42 | 4.31 |",HHSWP_13_54,"A morning glory spillway features a crest with a diameter of 10.5 m. The specified design discharge is $775 \mathrm{~m}^{3} / \mathrm{s}$. Calculate the design head above the spillway. If the control section is situated 2 m beneath the crest, ascertain the dimensions of the drop shaft at the control section.",Hydrology
"\quad$ (a) $R=1.35 \mathrm{ft}, D=5.31 \mathrm{ft}, Z_{c}=34.43, Z_{n}=18.26$ (b) 4.39 ft",HHSWP_14_2,"Within a conduit that has a diameter of 4.5 ft, the flow depth is 4.0 ft. (a) Calculate the hydraulic radius, hydraulic depth, and section factors for both critical and normal flows. (b) Find the alternate flow depth that would result in the same discharge.",Hydrology
"(a)

| $y, \mathrm{ft}$ | 1 | 2 | 3 | 4 | 5 |
| :--- | :---: | :---: | :---: | :---: | :---: |
| $E, \mathrm{ft}$ | 10.7 | 3.78 | 3.61 | 4.27 | 5.14 |

(b) $2.55 \mathrm{ft}(\mathbf{c}) 1.7 \mathrm{ft}(\mathbf{d})$ supercritical",HHSWP_14_3,"A trapezoidal channel has side slopes of 1 (vertical) to 2 (horizontal) and a bottom width of 10 ft, conveying a discharge of 300 cfs. (a) Draw the specific energy curve for this channel. (b) Identify the depth at which critical flow will happen. (c) Calculate the alternate depth corresponding to a flow depth of 4.0 ft. (d) Describe the flow state at the alternate depth.",Hydrology
"\quad y_{c} \quad \frac{2}{3} \mathrm{E}_{\text {min }}, \frac{v^{2}}{2 \mathrm{~g}} \quad \frac{1}{3} \mathrm{E}_{\text {min }}$",HHSWP_14_4,"Demonstrate that for a rectangular channel in the critical flow condition, (a) the flow depth corresponds to two-thirds of the minimum specific energy, and (b) the velocity head corresponds to one-third of the minimum specific energy.",Hydrology
"\quad 2.41 \mathrm{~m}, 3.44 \mathrm{~m} / \mathrm{s}$",HHSWP_14_5,A right-angled triangular channel has a flow rate of $20 \mathrm{~m}^{3} / \mathrm{s}$. Find the critical depth and the critical velocity of the flow.,Hydrology
\quad 1.57 \mathrm{ft}$,HHSWP_14_6,A conduit with a diameter of $40-\mathrm{in}$ is transporting a flow of 25 cfs. Calculate the critical depth using the geometric elements found in Table 14.1.,Hydrology
"\quad 1.27 \mathrm{~m}, 3 \mathrm{~m} / \mathrm{s}$",HHSWP_14_7,A trapezoidal channel features a bed width of 3.5 m and side slopes inclined at $30^{\circ}$ from the horizontal plane. Calculate both the critical depth and the critical velocity for a flow rate of $22 \mathrm{~m}^{3} / \mathrm{s}$.,Hydrology
\quad$ (a) $1143 \mathrm{cfs}(\mathbf{b}) 645.13 \mathrm{cfs}$ (c) 187.5 cfs (d) 1786 cfs (e) 688.6 cfs,HHSWP_14_8,"Calculate the discharge for the following sections with a normal depth of $5 \mathrm{ft}$, $n=0.013$, and $S=0.2 \%$.
a. A rectangular section with a width of 20 ft.
b. A circular section with a diameter of 20 ft.
c. A right-angled triangular section.
d. A trapezoidal section with a bottom width of 20 ft and a side slope of 1 (vertical) to 2 (horizontal).
e. A parabolic section with a top width of 20 ft at a 5-ft depth.
[Hint: A $\frac{2}{3} T y, P_{w} \quad T \frac{8}{3} y^{2} / T$, where $T$ represents the top width and $y$ is the depth.]",Hydrology
(a) 1.25 m (b) 0.88 m (c) subcritical,HHSWP_14_12,"In a rectangular channel that is 2 meters wide, there is a flow rate of $5.2 \mathrm{~m}^{3} / \mathrm{s}$, and the channel has a bed slope of 1:625. Calculate the (a) normal flow depth, (b) critical flow depth, and (c) flow condition. The Manning's roughness coefficient is $n=0.013$.",Hydrology
\quad 9.45 \mathrm{ft}$,HHSWP_14_14,What size diameter should a circular pipe have when flowing completely full in order to transport the same flow rate as a concrete trapezoidal channel that is 20 ft wide with $45^{\circ}$ side slopes and a depth of 3.0 ft?,Hydrology
"d=2.5 \mathrm{ft}, S=0.00084$",HHSWP_14_18,Develop a storm sewer with the least possible slope to manage a peak flow of 10 cfs. Assume the flow depth at peak is 0.7 times the diameter of the sewer. Ensure a minimum flow of 3.0 cfs is sustained. Given $n=0.013$.,Hydrology
"\quad 18.33 \mathrm{ft} / \mathrm{s}, 2.59 \mathrm{ft} / \mathrm{s}, 2.12 \mathrm{ft} / \mathrm{s}, 0.0183$",HHSWP_14_20,"A water supply conduit, 36 inches in diameter, was installed 20 years ago on a slope of $0.1 \%$ with a Manning's roughness coefficient of $n=0.015$. What were the discharge capacity and velocity when it was first installed and fully flowing? Currently, the conduit transports a flow of 15 cfs when full. Calculate the current velocity and the current Manning's roughness coefficient $n$.",Hydrology
"d_{o}=130 \mathrm{~mm}, S=0.0166$",HHSWP_14_21,"A vitrified clay sewer is installed with a slope of $1: 100$. It serves 300 homes, each having a daily water usage of 200 liters per person. The average household consists of 3.5 individuals. Plan the sewer system, considering: (1) sewage volume equals water usage; (2) the sewer must be designed for a peak hourly flow rate, which is $400 \%$ of the average daily flow; and (3) the lowest hourly flow rate is $50 \%$ of the average flow rate. To achieve a minimum velocity of $0.61 \mathrm{~m} / \mathrm{s}$, adjust the gradient if required.",Hydrology
"(a) $y = 5.12 \mathrm{ft}, \quad b = 26 \mathrm{ft}$, channel depth $= 7.9 \mathrm{ft}$

(b) $y = 4.77 \mathrm{ft}, \quad b = 28.9 \mathrm{ft}$, channel depth $= 7.5 \mathrm{ft}$",HHSWP_14_22,"A trapezoidal irrigation canal is dug in silt to carry a flow rate of $10 \mathrm{~m}^{3} / \mathrm{s}$ with a bed slope of 1:4000. The side slope ratio is 1 vertical to 2 horizontal.

(a) Design the channel using the tractive force USBR method. The angle of friction is $28^{\circ}$ and $n=0.03$. Use the smallest value from Table 14.6 for the permissible tractive force.

(b) Using the regime/power function theory, design the channel from part (a). The sediment concentration is 3000 ppm, and the geometric parameters should be increased by $10 \%$.",Hydrology
"(a) $2.5 \mathrm{ft}, \quad 175 \mathrm{ft}^{3} / \mathrm{s}$

(b) $2.4 \mathrm{ft}, \quad 170 \mathrm{ft}^{3} / \mathrm{s}, \quad 0.00076$",HHSWP_14_23,"A rectangular irrigation channel with a width of 35 feet is dug into fine gravel.

(a) Calculate the overall depth and discharge using the tractive force USBR method, considering the tractive force at the bottom only. Use the average value from Table 14.6 for the critical tractive force. The channel's slope is 0.0008, and $n=0.03$.

(b) For this channel, find the total depth of flow, discharge, and slope using the regime/power function theory. The power function parameters $c$ and $s$ are 0.373 and 0.0018, respectively.",Hydrology
"\tau_{0}=0.35 \mathrm{lbs} / \mathrm{ft}^{2}$, $\tau_{\text {allow }}=0.007 \mathrm{lbs} / \mathrm{ft}^{2}$, erosion occurs",HHSWP_14_25,"A trapezoidal canal is characterized by a slope of 2.5 ft per mile. The bankfull cross-sectional dimensions include a bottom width of 50 ft, a surface width of 170 ft, and a depth of 12 ft. The material of the canal predominantly consists of sand with a typical size of 0.5 mm. Based on the Shields approach, determine whether this canal is stable or susceptible to erosion. The specific gravity of the sand is 2.65, and the water temperature is $60^{\circ} \mathrm{F}$.",Hydrology
"\quad y=3.43 \mathrm{ft}, b=93.7 \mathrm{ft}, S=0.002$",HHSWP_14_28,"A canal for irrigation purposes is constructed in coarse gravel, featuring a discharge rate of 1500 cfs. The slope of the sides is $1: 1$. Utilize the regime/power function theory to design the canal.",Hydrology
"(a)

| Toward upstream, depth, m | 3.5 | 3.3 | 3.0 | 2.7 | 2.5 | 2.4 | 2.3 | 2.26 |
| :--- | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: |
| distance, m | 0 | 154 | 402 | 689 | 931 | 1087 | 1314 | 1448 |

(b)

| Toward upstream, depth, m | 3.5 | 3.3 | 3.0 | 2.7 | 2.5 | 2.26 |
| :--- | :---: | :---: | :---: | :---: | :---: | :---: |
| distance, m | 0 | 154 | 401 | 685 | 923 | 1406 |",HHSWP_14_29,"A trapezoidal concrete channel features a constant bed slope of 0.0015, a bed width of 3.0 m, and side slopes of $1:1$. It handles a discharge of $20 \mathrm{~m}^{3} / \mathrm{s}$. The channel is a tributary to a river where the current flood level is 3.5 m above the channel bottom.

(a) Calculate the water surface profile using the numerical integration method to a depth that is $5\%$ greater than the uniform flow depth. Given $\alpha=1.1$ and $n=0.025$.

(b) Using the same data, find the flow profile by applying the direct step method.",Hydrology
